variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,migration_family
w14_N_q89ax12_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move12_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Lack of own property (land or house),Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax13_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move13_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Better living standard,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax14_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move14_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other economic push factor:,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax14_txt_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move14_txt_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other economic push factor:,Open Text Box,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax15_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move15_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],No family or relatives in present location,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax16_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move16_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],(Past/current) discrimination in present location,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax17_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move17_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Insecurity in present location (physical &/or sexual danger),Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax18_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move18_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Inadequate health care in present location,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax19_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move19_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],No school in present location,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax1_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move1_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Riverbank erosion,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax20_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move20_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Inadequate infrastructure (e.g. roads),Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax21_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move21_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],For marriage,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax22_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move22_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Growth of family (e.g. more children),Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax23_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move23_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Education,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax24_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move24_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other social push factor:,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax24_txt_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move24_txt_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other social push factor:,Open Text Box,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax25_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move25_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Too many people in the village,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax26_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move26_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],(Past/current) conflict in present location,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax27_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move27_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Government provided incentives to go,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax28_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move28_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Government forced to move,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax29_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move29_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other political/conflict push factor:,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax29_txt_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move29_txt_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other political/conflict push factor:,Open Text Box,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax2_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move2_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Monsoon floods,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax30_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move30_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other general:,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax30_txt_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move30_txt_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other general:,Open Text Box,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax3_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move3_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],"Other sudden-onset disaster (storm, landslide, cyclone, flash flood, earthquake) [specify event type]",Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax3_txt_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move3_txt_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],"Other sudden-onset disaster (storm, landslide, cyclone, flash flood, earthquake) [specify event type]",Open Text Box,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax4_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move4_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Water shortage/Drought,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax5_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move5_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other environmental push factor:,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax5_txt_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move5_txt_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Other environmental push factor:,Open Text Box,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax6_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move6_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Not enough income from livelihood sources,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax7_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move7_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],Unemployment,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax88_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move88_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],DK,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
w14_N_q89ax8_L2,Migration Family Member Reasons (One Move) (Loop 2),migr_fam_membr_reasn_one_move8_loop2,w14_N,bemp_w14_N.csv,bemp_w14_N_codebook.csv,"Migrant History - Spouse, Child, Sibling - Loop 2",Migration Family Member Reasons (One Move) (Loop 2),Why did he/she move away? [multiple choice],No land available for farming,Multiple Choice,undetermined (no valid values),2232,2232,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out"", ""-66"": ""Missing due to migrant status (actual survey contained in M-survey)""}","Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.",If w14_N_q86_txt [Migration Family Member Frequency] > 0 | If w14_N_q86_txt [Migration Family Member Frequency] = 1 |,reason for moving/return
